"id","block_id","day","start_time","end_time","time_limit_minutes"
"2341","69869",Sat,"08:00:00","19:00:00",120
"2342","44419",Mon,"09:00:00","19:00:00",120
"2343","44419",Tue,"09:00:00","19:00:00",120
"2344","44419",Wed,"09:00:00","19:00:00",120
"2345","44419",Thu,"09:00:00","19:00:00",120
"2346","44419",Fri,"09:00:00","19:00:00",120
"2347","44419",Sat,"09:00:00","19:00:00",120
"2348","58779",Mon,"08:00:00","22:00:00",900
"2349","58779",Tue,"08:00:00","22:00:00",900
"2350","58779",Wed,"08:00:00","22:00:00",900
"2351","58779",Thu,"08:00:00","22:00:00",900
"2352","58779",Fri,"08:00:00","22:00:00",900
"2353","58779",Sat,"08:00:00","22:00:00",900
"2354","70700",Mon,"08:00:00","22:00:00",900
"2355","70700",Tue,"08:00:00","22:00:00",900
"2356","70700",Wed,"08:00:00","22:00:00",900
"2357","70700",Thu,"08:00:00","22:00:00",900
"2358","70700",Fri,"08:00:00","22:00:00",900
"2359","70700",Sat,"08:00:00","22:00:00",900
"2360","166773",Mon,"09:00:00","19:00:00",60
"2361","166773",Tue,"09:00:00","19:00:00",60
"2362","166773",Wed,"09:00:00","19:00:00",60
"2363","166773",Thu,"09:00:00","19:00:00",60
"2364","166773",Fri,"09:00:00","19:00:00",60
"2365","166773",Sat,"09:00:00","19:00:00",60
"2366","76926",Mon,"08:00:00","22:00:00",900
"2367","76926",Tue,"08:00:00","22:00:00",900
"2368","76926",Wed,"08:00:00","22:00:00",900
"2369","76926",Thu,"08:00:00","22:00:00",900
"2370","76926",Fri,"08:00:00","22:00:00",900
"2371","76926",Sat,"08:00:00","22:00:00",900
"2372","39111",Mon,"08:00:00","19:00:00",60
"2373","39111",Tue,"08:00:00","19:00:00",60
